Stall Name,Cuisine,Cuisine 1,Cuisine 2,Cuisine 3,Shop Type,Address,Google Address,Average Review,Number of Reviews
Tim Ho Wan (Citylink Mall),"['Asian', 'Cantonese', 'Chinese', 'Dim Sum', 'Hong Kong']",,,,Restaurant,#B1-63/63A Citylink Mall Raffles Link 039393,,,
Juz Bread (Punggol Central),"['Desserts', 'Snacks']",,,,Confectionery or Bakery,#01-05  Punggol Central 820301,,,
TAP (One Raffles Link),"['Beer', 'Drinks', 'Western', 'Wine']",,,,Bar or Pub,#01-02/#01-02B One Raffles Link Raffles Link 039393,,,
Waroeng Penyet (Raffles Place),"['Indonesian', 'Malaysian']",,,,Kiosk or Stall,#B1-01 Clifford Centre Raffles Place 048621,,,
Fusion Kitchen & Bar,"['Asian', 'Thai']",,,,Restaurant,#01-11/12 The Punggol Settlement Punggol Point Road 828694,,,
Oliva (Republic Polytechnic),['Western'],,,,Confectionery or Bakery,Level 10 Republic Polytechnic Woodlands Avenue 9 738964,,,
KFC (Punggol Plaza),"['Halal', 'Western']",,,,Fast Food Place,#B1-02/03 Punggol Plaza Punggol Field 820169,,,
(Temporarily Closed) Sear,"['American', 'Steak and Grills', 'Western']",,,,Restaurant,#45-01/02 Singapore Land Tower Raffles Place 048623,,,
Mafia Porridge,['Chinese'],,,,Kiosk or Stall,52 Lau Pa Sat Festival Market Raffles Quay 048582,,,
Angie's Oyster Bar,"['Beer', 'Cocktails', 'Drinks', 'Seafood', 'Wine']",,,,Bar or Pub,#45-01 Singapore Land Tower Raffles Place 048623,,,
Pinle (Robinson Towers),"['Fruits & Drinks', 'Snacks']",,,,Confectionery or Bakery,#01-02 Robinson Towers Robinson Road 048546,,,
Pizza Hut (Plaza Singapura),"['American', 'Desserts', 'Halal', 'Pizza', 'Western']",,,,Restaurant,#B2-01 Plaza Singapura Orchard Road 238839,,,
AWee Nonya Kitchen,['Asian'],,,,Kiosk or Stall,#02-156 Bukit Timah Hawker Center Upper Bukit Timah Road 588172,,,
Korean Cuisine (Lau Pa Sat Festival Market),['Korean'],,,,Kiosk or Stall,Stall 32 Lau Pa Sat Festival Market Raffles Quay 048582,,,
Han's (Waterway Point),"['Asian', 'International', 'Western']",,,,Cafe,#B2-01 Waterway Point Punggol Central 828761,,,
Buta Kabayaki (Food Republic @ 313 Somerset),['Japanese'],,,,Kiosk or Stall,Stall#24 313@somerset Orchard Road 238895,,,
McDonald's (Plaza Singapura),"['American', 'Desserts', 'Halal', 'Snacks', 'Western']",,,,Fast Food Place,#B1-23/24 Plaza Singapura Orchard Road 238839,,,
Bai Nian Yong Tau Foo,['Chinese'],,,,Kiosk or Stall,#01-58 Albert Centre Queen Street 180270,,,
Kai Duck,"['Asian', 'Cantonese', 'Chinese']",,,,Restaurant,#05-10/11 Ngee Ann City Orchard Road 238873,,,
LiHO (One Raffles Place),"['Drinks', 'Juices', 'Singaporean']",,,,Kiosk or Stall,#B1-10 One Raffles Place Raffles Place 048616,,,
Tendon Go (Punggol),['Japanese'],,,,Restaurant,#01-14  Punggol Drive 821669,,,
Nasi Lemak King,['Malaysian'],,,,Kiosk or Stall,#01-47 Telok Blangah Rise Market and Food Centre Telok Blangah Rise 090036,,,
Wine Connection Bistro (HillV2),"['European', 'Italian', 'Western']",,,,Restaurant,#02-05/06 HillV2 Hillview Rise 667979,,,
Shisen Hanten,"['Asian', 'Chinese', 'Sichuan']",,,,Restaurant,Orchard Wing Level 35 Mandarin Orchard Orchard Road 238867,,,
Saravanaa Bhavan (Suntec),"['Asian', 'Indian', 'North Indian', 'South Indian', 'Vegetarian']",,,,Restaurant,#B1-115/120 Suntec City Mall Temasek Boulevard 038983,,,
Kopitiam (Punggol Field),"['Halal', 'International', 'Local']",,,,Kiosk or Stall,#01-01  Punggol Field 820108,,,
Chai's Original Sliced Fish Soup (Food Republic @ Suntec City),"['Chinese', 'Singaporean']",,,,Kiosk or Stall,#B1-115 to 120 Suntec City Temasek Boulevard 038983,,,
Hei Lun Shi Tang,"['Chinese', 'Taiwanese']",,,,Kiosk or Stall,#02-47 Queensway Shopping Centre Queensway 149053,,,
Teppei Syokudo (Millenia Walk),"['Asian', 'Japanese']",,,,Restaurant,#01-105 Millenia Walk Raffles Boulevard 039596,,,
IL Fiore Ristorante Italiano,"['European', 'Italian', 'Western']",,,,Restaurant,#B1-01 Singapore Land Tower Raffles Place 048623,,,
So Sedap,"['Chinese', 'Malaysian']",,,,Kiosk or Stall,Stall 24 Lau Pa Sat Festival Market Raffles Quay 048582,,,
The Golden Duck (Chevron House),"['Singaporean', 'Snacks']",,,,Kiosk or Stall,Basement 1 Chevron House Raffles Place 048622,,,
Mee Pok Master,['Chinese'],,,,Kiosk or Stall,  Punggol Field 820168,,,
Kopitiam (Punggol Drive),"['Halal', 'International', 'Local']",,,,Kiosk or Stall,#01-07  Punggol Drive 820639,,,
Fried Hokkien Mee (Lau Pa Sat Festival Market),['Chinese'],,,,Kiosk or Stall,Stall 81 Lau Pa Sat Festival Market Raffles Quay 048582,,,
Chopped - The Salad Co.,"['Asian', 'Singaporean']",,,,Kiosk or Stall,#B1-01/10-K04 Clifford Centre Raffles Place 048621,,,
McDonald's (Punggol 21 Community Centre),"['American', 'Desserts', 'Halal', 'Snacks', 'Western']",,,,Fast Food Place,#01-02 Punggol 21 Community Centre Punggol Field 828815,,,
Penyet & BBQ (Food Republic @ Suntec City),['Indonesian'],,,,Kiosk or Stall,#B1-115 to 120 Suntec City Temasek Boulevard 038983,,,
Nihon Mura Kaiten (Punggol Plaza),['Japanese'],,,,Restaurant,#B1-05 Punggol Plaza Punggol Field 820168,,,
Seoul Good Dessert Coffee,"['Desserts', 'Korean']",,,,Cafe,#01-K36  Punggol East 828826,,,
Nakoujing,[None],,,,Cafe, Chevron House Raffles Place 048622,,,
Twelve Cupcakes (Plaza Singapura),"['Desserts', 'Halal', 'Snacks']",,,,Cafe,B2-64 Plaza Singapura Orchard Road 238839,,,
Toku Izakaya Bar,"['Beer', 'Drinks', 'Japanese', 'Wine']",,,,Bar or Pub,#B1-06 Midpoint Orchard Orchard Road 238852,,,
Mohamed Restaurant,"['Chinese', 'Indian', 'Snacks']",,,,Kiosk or Stall,58/59 Lau Pa Sat Festival Market Raffles Quay 048582,,,
Boost Juice Bars (One Raffles Place),"['Drinks', 'Juices']",,,,Kiosk or Stall,#B1-40 One Raffles Place Raffles Place 048616,,,
Soup Garden,"['Asian', 'Chinese']",,,,Kiosk or Stall,#01-882 Punggol Regalia Punggol Place 823273,,,
Gaayathri Food Stall,"['Chinese', 'Malaysian', 'Snacks']",,,,Kiosk or Stall,#01-118 Telok Blangah Rise Market and Food Centre Telok Blangah Rise 090036,,,
Tokyo Chopped Salad,['Japanese'],,,,Restaurant,#01-102 Millenia Walk Raffles Boulevard 039596,,,
Starbucks Coffee (Oasis Terraces),"['American', 'European', 'Western']",,,,Cafe,#02-35 Oasis Terraces Punggol Drive 820681,,,
K.Cook Korean BBQ Buffet,"['Barbecue', 'Korean']",,,,Restaurant,#07-01 Orchard Central Orchard Road 238896,,,
WUDI Japanese BBQ,['Japanese'],,,,Restaurant,#01-02  Queensway Road 149066,,,
Yakitori and Teppan Azmaya,"['Asian', 'Japanese', 'Seafood']",,,,Kiosk or Stall,Stall 55 Lau Pa Sat Raffles Quay 048582,,,
Tim Ho Wan (Waterway Point),"['Asian', 'Cantonese', 'Chinese', 'Dim Sum', 'Hong Kong']",,,,Restaurant,#01-62 Waterway Point Punggol Central 828761,,,
Yakinikutei Ao-Chan,"['Asian', 'Japanese']",,,,Restaurant,#02-22/26 Concorde Hotel Orchard Road 238840,,,
Japanese & Korean Cuisine,"['Chinese', 'Japanese']",,,,Kiosk or Stall,Stall 1 Lau Pa Sat Festival Market Raffles Quay 048582,,,
P.L.T Sandwiches,['Western'],,,,Cafe,#01-01A  Robinson Road 068911,,,
AKC Prata Corner,['Indian'],,,,Restaurant,#02-198 Bukit Timah Food Centre Upper Bukit Timah Road 588172,,,
Oriole Coffee + Bar (Pan Pacific Serviced Suites),"['Desserts', 'Western']",,,,Cafe,#01-01 Pan Pacific Serviced Suites Somerset Road 238163,,,
Mugiho Bakery,"['Desserts', 'Japanese', 'Western']",,,,Confectionery or Bakery,Stall 88-95 Lau Pa Sat Raffles Quay 048582,,,
Komala's (Chevron House),"['Indian', 'South Indian', 'Vegetarian']",,,,Restaurant,#B1-06 Chevron House Raffles Place 048622,,,
Edge,"['Chinese', 'Indian', 'Japanese', 'Singaporean']",,,,Restaurant,Level 3 The Pan Pacific Hotel Singapore Raffles Boulevard 039595,,,
The Coffee Bean & Tea Leaf (Waterway Point),"['American', 'Desserts', 'Drinks', 'Western']",,,,Cafe,#01-27 Waterway Point Punggol Central 828761,,,
The New Ting (HillV2),['Western'],,,,Restaurant,#01-11 Hillv2 Hillview Rise 667979,,,
Poolside Patio @ Pan Pacific,"['Asian', 'Barbecue']",,,,Cafe, The Pan Pacific Hotel Singapore Raffles Boulevard 039595,,,
Song Kee Fishball Noodle (Lau Pa Sat),"['Asian', 'Chinese']",,,,Kiosk or Stall,Stall 19 Lau Pa Sat Raffles Quay 048582,,,
Afrinsara Drinks Corner,"['Chinese', 'Drinks', 'Malaysian', 'Snacks']",,,,Kiosk or Stall,#01-116 Telok Blangah Rise Market and Food Centre Telok Blangah Rise 090036,,,
Subway (Punggol Plaza),"['American', 'Snacks', 'Western']",,,,Cafe,#01-11/12 Punggol Plaza Punggol Field 820168,,,
Fresh+ (Robinson Point),['Western'],,,,Restaurant,#01-01 Robinson Point Robinson Road 068911,,,
Pateli's Crave,[None],,,,Confectionery or Bakery,  Rivervale Walk 540114,,,
So Pho (Paragon),['Vietnamese'],,,,Restaurant,#B1-20 The Paragon Orchard Road 238859,,,
Pizza Hut (Punggol Plaza),"['American', 'Desserts', 'Halal', 'Pizza', 'Western']",,,,Restaurant,#B1-04 Punggol Plaza Punggol Field 820168,,,
Urban Roti (Lau Pa Sat),['Indian'],,,,Restaurant,#01-96 Lau Pa Sat Raffles Quay 048582,,,
Urban Mix (One Raffles Place),['International'],,,,Restaurant,#B1-01A One Raffles Place Raffles Place 048616,,,
Gelatissimo @ Shaw House (Shaw House),"['Australian', 'Desserts', 'European', 'Italian', 'Western']",,,,Cafe,#01-01 Shaw House Orchard Road 238868,,,
Lao Huo Tang (Waterway Point),"['Asian', 'Cantonese', 'Chinese']",,,,Restaurant,#B1-22 Waterway Point Punggol Central 828761,,,
McDonald's (Queensway Shopping Centre),"['American', 'Desserts', 'Halal', 'Snacks', 'Western']",,,,Fast Food Place,#02-46 Queensway Shopping Centre Queensway 149053,,,
Fun Toast (CityLink Mall),"['Local', 'Singaporean']",,,,Cafe,#B1-04 Citylink Mall Raffles Link 039393,,,
Simply Sandwich (Robinson Road),['Western'],,,,Cafe,#01-01  Robinson Road 068913,,,
MOS Burger (Millenia Walk),"['Asian', 'Desserts', 'Japanese', 'Snacks', 'Western']",,,,Fast Food Place,#01-99/100 Millenia Walk Raffles Boulevard 039596,,,
Kurotaki Chabann (CityLink Mall),"['Desserts', 'Drinks']",,,,Kiosk or Stall,#B1-49 Citylink Mall Raffles Link 039393,,,
Starbucks (Capital Tower),"['American', 'European', 'Western']",,,,Cafe,#01-01/02 Capital Tower Robinson Road 068912,,,
My Art Space Cafe,"['European', 'Italian', 'Pizza', 'Western']",,,,Cafe,  Orchard Road 238888,,,
Beauty in the Pot (The Centrepoint),"['Chinese', 'Steamboat']",,,,Restaurant,#05-16 The Centrepoint Orchard Road 238843,,,
McDonald's (Ridout Tea Garden),"['American', 'Desserts', 'Halal', 'Snacks', 'Western']",,,,Fast Food Place,#01-580 Ridout Tea Garden Queensway 149066,,,
Marché Mövenpick (313@Somerset),"['European', 'Swiss', 'Western']",,,,Restaurant,Level 1 Discovery Walk 313@Somerset Orchard Road 238895,,,
Uncle Leong Signatures,"['Asian', 'Chinese', 'Local', 'Singaporean']",,,,Restaurant,#B1-21 Waterway Point Punggol Central 828761,,,
Wheat Baumkuchen Noodle & Pastry Bar (One Raffles Place),"['Asian', 'European', 'German', 'Japanese', 'Western']",,,,Cafe,#B1-32 One Raffles Place Raffles Place 048616,,,
Domino's Pizza (Hillview),"['Halal', 'Pizza', 'Western']",,,,Restaurant,#01-03 Hillview Community Club Hillview Rise 667970,,,
The Soup Spoon Union (Waterway Point),"['Asian', 'Western']",,,,Restaurant,#B1-12 Waterway Point Punggol Central 828761,,,
Yu Kee Duck Rice (Waterway Point),"['Asian', 'Local']",,,,Kiosk or Stall,#02-20/21 Waterway Point Punggol Central 828761,,,
Jade Palace Seafood Restaurant (Forum The Shopping Mall),"['Cantonese', 'Chinese', 'Seafood']",,,,Restaurant,#B1-12/15 Forum The Shopping Mall Orchard Road 238884,,,
HANS IM GLÜCK German Burgergrill (Republic Plaza),"['European', 'Vegetarian', 'Western']",,,,Restaurant,#01-01 Republic Plaza Raffles Place 048619,,,
Zodiac,"['Drinks', 'Western']",,,,Restaurant, Telok Ayer Conservation Area Telok Ayer Street 068614,,,
Gyu & Tori,['Japanese'],,,,Cafe,#B1-K26 The Paragon Orchard Road 238859,,,
Peng Lai Ge Taiwanese Restaurant,"['Asian', 'Chinese']",,,,Restaurant,#01-82 Lau Pa Sat Festival Market Raffles Quay 048582,,,
Come N Joy Korean Restaurant,"['Drinks', 'Korean']",,,,Restaurant,#01-26 Millenia Walk Raffles Boulevard 039192,,,
Kabayan Filipino Restaurant,"['Asian', 'Filipino']",,,,Restaurant,#03-25 Lucky Plaza Orchard Road 238863,,,
Lily's Wok,"['Asian', 'Chinese']",,,,Kiosk or Stall,Stall 97 Lau Pa Sat Festival Market Raffles Quay 048582,,,
Redring Treasures (Wisma Atria),"['Asian', 'Singaporean']",,,,Kiosk or Stall,Stall 6 Wisma Atria Orchard Road 238877,,,
Noodle Evolution,['Asian'],,,,Kiosk or Stall,Stall No. 29 Lau Pa Sat Raffles Quay 048582,,,
Choga Korean Restaurant,['Korean'],,,,Restaurant,#01-09 Hillv2 Hillview Rise 667979,,,
Little Bowl,['French'],,,,Hawker,"#B1-01/10, Stall #13 Clifford Centre Raffles Place 048621",,,
Sunny Viet,"['Asian', 'Chinese', 'Vietnamese']",,,,Kiosk or Stall,Stall 98 Lau Pa Sat Festival Market Raffles Quay 048582,,,
Kei Kaisendon (111 Somerset),['Japanese'],,,,Restaurant,#01-45 111 Somerset Somerset Road 238164,,,
Sanskruti Pure Veg. Food,"['Indian', 'Snacks', 'Vegetarian']",,,,Kiosk or Stall,Stall 25 Lau Pa Sat Festival Market Raffles Quay 048582,,,
Boost Juice Bars (Millenia Walk),"['Drinks', 'Juices']",,,,Kiosk or Stall,#01-107A Millenia Walk Raffles Boulevard 039596,,,
Men-Tei Japanese Noodles,"['Asian', 'Japanese']",,,,Restaurant,#01-01 Robinson Centre Robinson Road 068893,,,
The Well (Chevron House),"['Asian', 'Cantonese', 'Chinese']",,,,Cafe,#B1-08 Chevron House Raffles Place 048622,,,
Mimi at The Riverhouse,"['Asian', 'Chinese']",,,,Restaurant,#01-02 Clarke Quay River Valley Road 179020,,,
JoAh,['Korean'],,,,Restaurant,#03-21/22 One Raffles Place Raffles Place 048616,,,
LingZhi Vegetarian Restaurant (Liat Towers),"['Asian', 'Chinese', 'Vegetarian']",,,,Restaurant,#05-01 Liat Towers Orchard Road 238881,,,
D;coffeeshop,"['Local', 'Singaporean', 'Western']",,,,Cafe, Republic Plaza Tower 1 Raffles Place 048619,,,
Eat All You KHAN,['Mongolian'],,,,Kiosk or Stall,Stall 47 Lau Pa Sat Festival Market Raffles Quay 048582,,,
Al Afrose Restaurant,['Indian'],,,,Restaurant,  River Valley Road 248320,,,
Yokohama Suki Nabe Tei,"['Asian', 'Japanese']",,,,Kiosk or Stall,Basement 1 Peninsula Plaza North Bridge Road 179098,,,
Ayam Bakar Ojolali,"['Asian', 'Halal', 'Indonesian', 'Malaysian']",,,,Restaurant,#03-39/43 Lucky Plaza Orchard Road 238863,,,
Ya Kun Kaya Toast (One Raffles Place),"['Local', 'Singaporean']",,,,Cafe,#B1-13 One Raffles Place Raffles Place 048616,,,
Kai Sushi & Grill,"['Asian', 'Japanese', 'Seafood']",,,,Restaurant,#B2-33/34 Plaza Singapura Orchard Road 238839,,,
Luke's Oyster Bar & Chophouse (Orchard Road),"['American', 'Western']",,,,Restaurant,#03-02 Robinsons Orchard Orchard Road 238855,,,
Gado & Grill (One Raffles Place),['Indonesian'],,,,Restaurant,#B1-20 One Raffles Place Raffles Place 048616,,,
SunMoon Fresh (Chevron House),['Western'],,,,Kiosk or Stall,#B1-02 Chevron House Raffles Place 048622,,,
Jamaica Blue (One Raffles Place),"['Australian', 'Western']",,,,Cafe,#01-62 One Raffles Place Tower 2 Raffles Place 048616,,,
TwentySix@Purvis,[None],,,,Bar or Pub, Beach Road Conservation Area Purvis Street 188603,,,
SING HK Cafe (Lau Pa Sat),"['Chinese', 'Local']",,,,Kiosk or Stall, Lau Pa Sat Raffles Quay 048582,,,
NALAA,"['Indian', 'Snacks']",,,,Kiosk or Stall,Stall 28 Lau Pa Sat Festival Market Raffles Quay 048582,,,
Leung Kee Healthy Desserts,"['Chinese', 'Desserts']",,,,Cafe,#01-K34  Punggol East 828826,,,
Qiu Lian Ban Mee (Lau Pa Sat Stall 83),['Snacks'],,,,Kiosk or Stall,Stall 83 Lau Pa Sat Festival Market Raffles Quay 048582,,,
Natural Brand Trading Pte Ltd,[None],,,,Consumer Shop,#06-53 Savannah Condopark Simei Rise 528792,,,
Crystal Jade GO (Oasis Terraces),"['Chinese', 'Dim Sum']",,,,Restaurant,#02-36 Oasis Terraces Punggol Drive 820681,,,
BreadTalk (Paragon),"['Desserts', 'Snacks']",,,,Cafe,#B1-11/12 Paragon Orchard Road 238859,,,
Gelatissimo @ Raffles Avenue (The Flyer),"['European', 'Italian', 'Western']",,,,Cafe,#01-14 Singapore Flyer Raffles Ave 039803,,,
Juchheim Baumkuchen,"['Desserts', 'German', 'Snacks']",,,,Confectionery or Bakery,"#B2-05-03 Takashimaya Food Hall, Ngee Ann City Orchard Road 238872",,,
McDonald's (Oasis Terraces),"['Desserts', 'Snacks', 'Western']",,,,Fast Food Place,#02-37/38 Oasis Terraces Punggol Drive 820681,,,
Let's Eat! (Centrepoint),"['Malaysian', 'Singaporean']",,,,Restaurant,#B2-04/05 The Centrepoint Orchard Road 238843,,,
Khan Saab Indian Cuisine,"['Asian', 'Indian']",,,,Kiosk or Stall,#01-882  Punggol Place 823273,,,
Patisserie Glace (Republic Plaza),"['Asian', 'Desserts', 'Japanese']",,,,Confectionery or Bakery,#B1-09 Republic Plaza Raffles Place 048619,,,
NOSH,"['Vegetarian', 'Western']",,,,Food Retailer,#01-07  Robinson Road 068906,,,
My Genie Gourmet (Punggol),"['Asian', 'Chinese', 'Halal', 'Snacks']",,,,Kiosk or Stall,#01-07  Punggol Drive 820639,,,
Sushi Express (CityLink Mall),['Japanese'],,,,Restaurant,#B1-23 CityLink Mall Raffles Link 039393,,,
Ichiban Boshi (Waterway Point),"['Asian', 'Japanese']",,,,Restaurant,#B1-19 Waterway Point Punggol Central 828761,,,
Akimitsu (Waterway Point),['Japanese'],,,,Restaurant,#01-65 Waterway Point West Wing Punggol Central 828761,,,
Glyph Supply Co.,"['Desserts', 'Drinks', 'Snacks']",,,,Cafe,#01-06 111 Somerset Somerset Road 238164,,,
Hong Kong Beef King (Waterway Point West Wing),"['Asian', 'Chinese', 'Halal']",,,,Kiosk or Stall,#02-20 Waterway Point West Wing Punggol Central 828761,,,
Aussie Roll,['Australian'],,,,Restaurant,#B1-04A Chevron House Raffles Place 048622,,,
TWG Tea Salon & Boutique (Republic Plaza),"['Desserts', 'English', 'European', 'Snacks', 'Western']",,,,Consumer Shop,#01-22 Republic Plaza Raffles Place 048619,,,
Ming Kitchen Seafood Restaurant (HDB Punggol Regalia),"['Asian', 'Chinese', 'Seafood']",,,,Restaurant,# 01-882  Punggol Place 823273,,,
Wine Universe Restaurant & Wine Bar,"['European', 'Swiss', 'Western']",,,,Groceries & Liquor,#01-109 Millenia Walk Raffles Boulevard 039596,,,
Signs A Taste Of Vietnam Pho,['Vietnamese'],,,,Restaurant,#B1-07 Midpoint Orchard Orchard Road 238852,,,
Fruit Paradise (111 Somerset),"['Desserts', 'Japanese', 'Snacks', 'Western']",,,,Cafe,#01-05 111 Somerset Somerset Road 238164,,,
Yi Kou Wei (Clifford Centre),"['Asian', 'Local', 'Singaporean', 'Snacks']",,,,Kiosk or Stall,#B1-19 Clifford Centre Raffles Place 048621,,,
Azeatery Indian,"['Indian', 'North Indian', 'South Indian']",,,,Kiosk or Stall,#B1-115 to 120 Suntec City Temasek Boulevard 038983,,,
Sing Yi (Punggol Central),"['Asian', 'Chinese', 'Seafood']",,,,Restaurant,#01-06  Punggol Central 820301,,,
Jamaica Blue (CityLink Mall),"['Australian', 'Western']",,,,Cafe,#B1-10 Citylink Mall Raffles Link 039393,,,
Tampopo (Oasis Terraces),"['Asian', 'Japanese']",,,,Restaurant,#02-24/25 Oasis Terraces Punggol Drive 820681,,,
Yu Tang Clan (Chevron House),['Chinese'],,,,Kiosk or Stall,#B1-05 Chevron House Raffles Place 048622,,,
Lim Korean Cuisine,['Korean'],,,,Kiosk or Stall,#B1-115 to 120 Suntec City Temasek Boulevard 038983,,,
Kurama Robatayaki,"['Drinks', 'Japanese', 'Seafood', 'Wine']",,,,Restaurant,#02-07 Millenia Walk Raffles Boulevard 039596,,,
Tok Tok Indonesian Soup (313@Somerset),"['Halal', 'Indonesian']",,,,Restaurant,#B3-10 313@Somerset Orchard Road 238895,,,
KOI Thé (CityLink Mall),"['Asian', 'Chinese', 'Fruits & Drinks', 'Taiwanese']",,,,Cafe,#B1-66 Citylink Mall Raffles Link 039393,,,
Tachihara Coffee (Millenia Walk),"['Drinks', 'Japanese']",,,,Cafe,#01-96 Millenia Walk Raffles Boulevard 039596,,,
Lounge@Jen,"['Cocktails', 'Drinks', 'European', 'Italian', 'Western']",,,,Cafe,Level 10 Hotel Jen Orchardgateway Singapore Orchard Road 238858,,,
R & D Entertainment,"['Beer', 'Cocktails', 'Drinks', 'Wine']",,,,Bar or Pub, Beach Road Conservation Area Purvis Street 188603,,,
Eastern Rice Dumpling (Oasis Terraces),['Chinese'],,,,Kiosk or Stall,#B1-18 Oasis Terraces Punggol Drive 820681,,,
McDonald's (Waterway Point),"['American', 'Desserts', 'Halal', 'Snacks', 'Western']",,,,Fast Food Place,#B2-07 Waterway Point Punggol Central 828761,,,
Buddy Hoagies (Bukit Timah),"['Steak and Grills', 'Western']",,,,Cafe,#01-05/10 Bukit Timah Shopping Centre Upper Bukit Timah Road 588179,,,
Famous Amos (Wisma Atria),"['Snacks', 'Western']",,,,Confectionery or Bakery,#B1-43 Wisma Atria Shopping Centre Orchard Road 238877,,,
Traditional Satay,['Malaysian'],,,,Kiosk or Stall,Satay 04 Lau Pa Sat Festival Market Raffles Quay 048582,,,
Chang Cheng Chinese Vegetable Rice (Food Republic at Suntec City),['Chinese'],,,,Kiosk or Stall,#B1-115 to 120 Suntec City Temasek Boulevard 038983,,,
King and the Pawn,"['Drinks', 'French', 'Italian', 'Western']",,,,Cafe,  Purvis Street 188601,,,
Pezzo (Waterway Point),"['Italian', 'Pizza']",,,,Kiosk or Stall,#B2-K8 Waterway Point Punggol Central 828761,,,
PrimaDeli (Punggol Plaza),['Desserts'],,,,Confectionery or Bakery,#01-18 Punggol Plaza Punggol Field 820168,,,
Mirana Nasi Padang,"['Asian', 'Halal', 'Local', 'Singaporean']",,,,Cafe,#B1-01 Chevron House Raffles Place 048622,,,
A Fa Fish Soup,"['Chinese', 'Seafood']",,,,Kiosk or Stall,Stall 30 Lau Pa Sat Festival Market Raffles Quay 048582,,,
Sarpino's (Punggol),"['Italian', 'Pizza', 'Western']",,,,Fast Food Place,#01-02 Punggol Plaza Punggol Field 820168,,,
Ortus By Grind Coffee (One Raffles Place),"['Drinks', 'Western']",,,,Cafe,#02-28 One Raffles Place Raffles Place 048616,,,
Tian Tian Hao Coffee Stall,"['Desserts', 'Drinks', 'Juices', 'Local']",,,,Kiosk or Stall,#01-43 Telok Blangah Rise Market and Food Centre Telok Blangah Rise 090036,,,
You Tiao,"['Chinese', 'Snacks']",,,,Kiosk or Stall,118 Lau Pa Sat Festival Market Raffles Quay 048582,,,
Toast,"['Desserts', 'European', 'Snacks', 'Western']",,,,Cafe,#02-11 Ngee Ann City Orchard Road 238872,,,
Yafu Mini Wok Delights,"['Chinese', 'Singaporean']",,,,Kiosk or Stall,#B1-115 to 120 Suntec City Temasek Boulevard 038983,,,
Hoe Heng Japanese,"['Asian', 'Japanese']",,,,Kiosk or Stall,#B1-115 to 120 Suntec City Temasek Boulevard 038983,,,
Odoru Kuma (Temporarily Closed),"['Asian', 'Barbecue', 'Japanese']",,,,Restaurant,#01-02  Queensway 149066,,,
Som Tam (Temporarily Closed),"['Fusion', 'Thai']",,,,Restaurant,#08-13 Orchard Central Orchard Road 238896,,,
Gong Cha (One Raffles Place),"['Desserts', 'Drinks']",,,,Kiosk or Stall,#B1-39 One Raffles Place Raffles Place 048616,,,
Pump Station 1965 Bar & Bistro,"['Beer', 'Cocktails', 'Drinks', 'Western']",,,,Bar or Pub,#01-K32  Punggol East 828826,,,
Cheng's Seafood Village (Punggol),"['Chinese', 'Seafood', 'Zi Char']",,,,Restaurant,#01-10  Punggol East 828825,,,
Coffee Queen,[None],,,,Kiosk or Stall,#01-55 Seah Im Food Centre Seah Im Road 099114,,,
Sing Kee Wah,"['Drinks', 'Snacks']",,,,Kiosk or Stall,#01-121 Telok Blangah Rise Market and Food Centre Telok Blangah Rise 090036,,,
Yellow Cab Pizza Co.,"['American', 'Beer', 'Drinks', 'Pizza', 'Snacks']",,,,Cafe,#B1-01/02 Citylink Mall Raffles Link 039393,,,
Eco Farm Taste,['Asian'],,,,Restaurant,#01-02  Queensway 149066,,,
Duke Bakery (Citylink Mall),['Snacks'],,,,Confectionery or Bakery,#B1-61 CityLink Mall Raffles Link 039393,,,
Oriental Delights Noodle House,['Chinese'],,,,Kiosk or Stall,#01-05 Republic Polytechnic (Canteen B) Woodlands Avenue 9 737909,,,
Cine Cafe,"['Asian', 'Japanese', 'Local', 'Singaporean', 'Western']",,,,Cafe,#05-21 Shaw House Orchard Road 238868,,,
Li Xin Fishball Noodle (Suntec City),['Chinese'],,,,Kiosk or Stall,#B1-115 to 120 Suntec City Temasek Boulevard 038983,,,
Ngon (One Raffles Place),"['Asian', 'Vietnamese']",,,,Cafe,#B1-17 One Raffles Place Raffles Place 048616,,,
Thai Tantric,"['Asian', 'Thai']",,,,Cafe,#03-23 Orchard Towers Orchard Road 238875,,,
The Coffee Bean & Tea Leaf (Millenia Walk),"['American', 'Desserts', 'Drinks', 'Western']",,,,Cafe,#01-106 Millenia Walk Raffles Boulevard 039596,,,
Waterdrop Teahouse,"['Asian', 'Chinese', 'Vegetarian']",,,,Cafe, Fo Guang Shan Temple Punggol Place 828844,,,
Yong Tau Foo (Lau Pa Sat Festival Market),"['Asian', 'Chinese', 'Local', 'Singaporean']",,,,Kiosk or Stall,Stall 49 Lau Pa Sat Festival Market Raffles Quay 048582,,,
Cedele (HillV2),['Western'],,,,Cafe,#01-12/13 HillV2 Hillview Rise 667979,,,
Heybo,['Vegetarian'],,,,Kiosk or Stall,#01-04/05 Republic Plaza Raffles Place 048619,,,
Starbucks (City House),"['American', 'European', 'Western']",,,,Cafe,#01-02 City House Robinson Road 068877,,,
GreenDot (One Raffles Place),"['Asian', 'Fusion']",,,,Fast Food Place,#03-23/24 One Raffles Place Raffles Place 048616,,,
