placeId,Stall Name,Cuisine,Cuisine 1,Cuisine 2,Cuisine 3,Shop Type,Address,Google Address,Average Review,Number of Reviews
12269,Sara's,[None],,,,Bar or Pub,  Upper Thomson Road 574350,"217 Upper Thomson Rd, Singapore 574350",4.3,88
12270,Chikin,"['Barbecue', 'Cocktails', 'Drinks', 'Japanese']",Barbecue,Cocktails,Drinks,Bar or Pub,  Bukit Pasoh Road 089820,"6 Bukit Pasoh Rd, Singapore 089820",4.1,30
12271,323 Hot & Cold Drinks,['Drinks'],Drinks,,,Kiosk or Stall,#01-110 North Bridge Road Market and  Food Centre North Bridge Road 198783,,,
12272,Chick-It,"['Korean', 'Taiwanese']",Korean,Taiwanese,,Kiosk or Stall,#MSQ 15-01 New Bugis Street New Bugis Street 188867,,,
12273,Canvas,"['Beer', 'Cocktails', 'Drinks', 'Wine']",Beer,Cocktails,Drinks,Bar or Pub,#B1-01/06 The Riverwalk Upper Circular Road 058416,,,
12274,Soup Restaurant (Paragon),"['Asian', 'Cantonese', 'Chinese']",Asian,Cantonese,Chinese,Restaurant,#B1-07 Paragon Orchard Road 238859,"290 Orchard Rd, Singapore 238859",4.3,461
12275,PALETAS (Seng Poh Lane),['Desserts'],Desserts,,,Cafe,#01-10  Seng Poh Lane 160068,"30 Seng Poh Rd, #02-55, Singapore 168898",4.5,4
12276,Yorimichi Yakitori,"['Asian', 'Japanese']",Asian,Japanese,,Restaurant,#01-02 Golden Mile Tower Beach Road 199589,"6001 Beach Rd, #01-02 GOLDEN MILE TOWER, Singapore 199589",4.3,151
12277,786 Indian Tandoori,[None],,,,Kiosk or Stall,#01-03 & #1-507 Newton Food Centre Clemenceau Avenue North 229495,,,
12278,Teng Bespoke Japanese Vegetarian Dining,"['Asian', 'Japanese', 'Vegetarian']",Asian,Japanese,Vegetarian,Restaurant,#01-50 Sunshine Plaza Bencoolen Street 189652,"91 Bencoolen St, #01-50, Singapore 189652",4.1,200
12279,Summer Day Stall 63,"['Drinks', 'Juices']",Drinks,Juices,,Kiosk or Stall,#01-63 Newton Circus Food Centre Clemenceau Avenue North 229495,,,
12280,Kebabs 'n Curries,"['Asian', 'Halal', 'Indian', 'Pakistani', 'South Indian']",Asian,Halal,Indian,Restaurant,#07-00 Mustafa Centre Syed Alwi Road 207704,"171 Syed Alwi Rd, #07-00 Mustafa Centre, Singapore 207704",,
12281,Jauriah Nasi Padang,"['Halal', 'Malaysian', 'Singaporean']",Halal,Malaysian,Singaporean,Kiosk or Stall,#01-21 Newton Circus Food Centre Clemenceau Avenue North 229495,Newton Hawker,4,1
12282,Sinn Ji Hainanese Chicken Rice,"['Chinese', 'Hainanese', 'Singaporean']",Chinese,Hainanese,Singaporean,Restaurant,#01-05 Novena Regency Thomson Road 307645,"275 Thomson Rd, #01-03, Singapore 307645",4.4,244
12283,Gills N Shells,"['European', 'Modern European', 'Seafood', 'Western']",European,Modern European,Seafood,Restaurant,#01-19 Hotel Boss Jalan Sultan 199020,"500 Jln Sultan, #01-19, Singapore 199020",4.1,51
12284,I Love Taimei (Hillion Mall),"['Drinks', 'Taiwanese']",Drinks,Taiwanese,,Kiosk or Stall,#B2-43 Hillion Mall Petir Road 678278,"Hillion Mall #B2-43 17 Petir Road, #B2-43, S(678278) -located opp of, Watson’s, 678278",4.2,54
12285,Xiaoma Ge,['Western'],Western,,,Kiosk or Stall,#01-34 Hillion Mall Petir Road 678278,,,
12286,Long Bar,"['Cocktails', 'Drinks', 'International', 'Western', 'Wine']",Cocktails,Drinks,International,Bar or Pub,#02-01 Raffles Arcade North Bridge Road 188719,"#02-01, Raffles Arcade, 328 North Bridge Rd, 188719",4.3,878
12287,Shanghai Restaurant,"['Asian', 'Chinese']",Asian,Chinese,,Restaurant, Boat Quay Circular Road 049366,"789 Geylang Rd, Singapore 389675",4,108
12288,Warong Nasi Jawa,"['Indonesian', 'Malaysian', 'Snacks']",Indonesian,Malaysian,Snacks,Kiosk or Stall,#01-49 Old Airport Road Food Centre Old Airport Road 390051,,,
12289,Yolé (Bedok Mall),['Desserts'],Desserts,,,Kiosk or Stall,#01-40 Bedok Mall New Upper Changi Road 467360,"311 New Upper Changi Rd, #01-40 Bedok Mall, Singapore 467360",4.2,42
12290,Ye Ji Wanton Noodles,"['Asian', 'Chinese']",Asian,Chinese,,Kiosk or Stall,#02-04 Holland Drive Market and Food Centre Holland Drive 270044,"44 Holland Dr, #02-23, Singapore 270044",4,2
12291,MUNCH Saladsmith (China Square Food Outlet),"['American', 'Vegetarian', 'Western']",American,Vegetarian,Western,Cafe,#01-11 China Square Food Outlet Telok Ayer Street 048441,"51 Telok Ayer St, Singapore 048441",4,556
12292,Heng Heng Wanton Mee,"['Chinese', 'Singaporean']",Chinese,Singaporean,,Kiosk or Stall,#01-108 Circuit Road Hawker Centre Circuit Road 370089,"89 Circuit Rd, Singapore 370089",,
12293,Morganfield's (Suntec City Mall),"['American', 'Western']",American,Western,,Restaurant,#01-645/646 Suntec City Mall Temasek Boulevard 038983,"3 Temasek Blvd, #01 - 645 / 646, Singapore 038983",4,548
12294,Yuan Cha (Far East Plaza),['Drinks'],Drinks,,,Kiosk or Stall,#01-39 Far East Plaza Scotts Road 228213,"14 Scotts Road #01-39, FAR EAST PLAZA, 228213",4.2,38
12295,Deen,"['Chinese', 'Indian']",Chinese,Indian,,Kiosk or Stall,#B1-17 Golden Mile Food Centre Beach Road 199583,"95/97 Jln Sultan, Singapore 198998",3.7,473
12296,Sims Drive Kway Chap Stall,"['Asian', 'Chinese', 'Local', 'Singaporean']",Asian,Chinese,Local,Cafe,  Sims Drive 380045,"45 Sims Dr, Block 45, Singapore 381045",4.2,66
12297,Tarte,['Desserts'],Desserts,,,Cafe,#02-12/13 Shaw Centre Scotts Road 228208,"1, #02-05 Scotts Rd, Shaw Centre, 228208",4.1,203
12298,Pezzo (ION Orchard),"['Italian', 'Pizza']",Italian,Pizza,,Kiosk or Stall,#B4-51 ION Orchard Orchard Turn 238801,"2 Orchard Turn, Singapore 238801",3.6,21
12299,Fish & Co. (Bugis+),"['Fusion', 'Halal', 'Seafood', 'Western']",Fusion,Halal,Seafood,Fast Food Place,#04-07 Bugis+ Victoria Street 188067,,,
12300,Thong Sum Hot and Cold Desserts (Golden Mile Food Centre),['Desserts'],Desserts,,,Kiosk or Stall,#01-83 Golden Mile Food Centre Beach Road 199583,"505 Beach Road #01-83 Golden Mile Food Centre, Singapore 199583",5,7
12301,Hua Bee Restaurant,"['Chinese', 'Hainanese', 'Local', 'Singaporean']",Chinese,Hainanese,Local,Restaurant,#01-19  Moh Guan Terrace 162078,"78 Moh Guan Terrace, Singapore 162078",3.6,112
12302,Shah Alam Restaurant,"['Asian', 'Indian', 'South Indian']",Asian,Indian,South Indian,Cafe,  Circular Road 049376,"20-21 Circular Rd, Singapore 049376",3.8,484
12303,Johnson Duck (Pasir Ris),"['Asian', 'Chinese', 'Local']",Asian,Chinese,Local,Kiosk or Stall, Elias Mall Elias Road 510623,"623 Elias Rd, Singapore 510623",1,2
12304,Mapo Doufu Restaurant,"['Asian', 'Chinese', 'Sichuan']",Asian,Chinese,Sichuan,Restaurant,#01-02  Sin Ming Road 575583,"2 Sin Ming Rd, Singapore 575583",,
12305,Taiker Song,['Taiwanese'],Taiwanese,,,Cafe,#01-05 The Clift Mccallum Street 069047,"21 McCallum St, #01-05 The Clift, Singapore 069047",3.8,61
12306,Tiger Sugar (Bedok Mall),"['Desserts', 'Drinks']",Desserts,Drinks,,Kiosk or Stall,#B1-30A Bedok Mall New Upper Changi Road 467360,"311 New Upper Changi Rd, #B1-30A, Singapore 467360",4.2,19
12307,Sinwang Xiang,"['European', 'French']",European,French,,Restaurant,#02-16A The Furniture Mall Beach Road 199594,,,
12308,Jing Hua Restaurant,"['Asian', 'Beijing', 'Chinese', 'Shanghainese']",Asian,Beijing,Chinese,Cafe,  Neil Road 088814,"21/23 Neil Rd, Singapore 088814",4.1,392
12309,Clan Cafe,['Asian'],Asian,,,Cafe,  Bukit Pasoh Road 089845,"31 Bukit Pasoh Rd, Singapore 089845",4.2,13
12310,Huang Ah Ma - The Oriental Spa Chamber,[None],,,,Food Retailer,  Mosque Street 059528,"50 Mosque St, Singapore 059528",3.8,40
12311,Joob,"['American', 'Fruits & Drinks', 'Vegetarian', 'Western']",American,Fruits & Drinks,Vegetarian,Consumer Shop,#01-43 Nankin Row Pickering Street 048660,"3 Pickering St, Singapore 048660",1,1
12312,Menya Takashi,['Japanese'],Japanese,,,Kiosk or Stall,Stall 5 NTU Canteen 13 Nanyang Crescent 637658,,,
12313,Fish Head Steamboat,['Chinese'],Chinese,,,Kiosk or Stall,#01-148 Old Airport Road Food Centre Old Airport Road 390051,,,
12314,Huang Hao,"['Chinese', 'Local']",Chinese,Local,,Kiosk or Stall,#01-07 Marsiling Lane Food Centre Marsilling Lane 730020,,,
12315,Taratata Brasserie,['French'],French,,,Restaurant,  Keong Saik Road 089142,"35A Keong Saik Rd., Ground Floor, Singapore 089142",4.2,234
12316,Cheng Huat Nonya Kueh,"['Chinese', 'Snacks']",Chinese,Snacks,,Kiosk or Stall,#01-106 Circuit Road Hawker Centre Circuit Road 370089,"89 Circuit Rd, Singapore 370089",4,1
12317,Yan Palace Restaurant (Choa Chu Kang),"['Asian', 'Chinese']",Asian,Chinese,,Restaurant, Warren Golf Country Club Choa Chu Kang Way 688263,"81 Choa Chu Kang Walk, Singapore 688263",3.8,255
12318,Good Morning Nanyang Cafe (Far East Plaza),"['Asian', 'Local', 'Singaporean']",Asian,Local,Singaporean,Cafe,#02-23 Far East Plaza Scotts Road 228213,"14 Scotts Rd, #02-23, Singapore 228213",4.3,120
12319,Nalati Restaurant & Events,"['Asian', 'Chinese', 'Fusion', 'Western']",Asian,Chinese,Fusion,Restaurant,Level 2 Republic Plaza Raffles Place 048619,"Nalati Restaurant & Events, Level 1 & 2 ,Republic Plaza 1, 9 Raffles Place, Singapore 048619 (Walk in via, Raffles Place, Distrii Main Entrance, Singapore 048619",4.8,20
12320,Verdure Cafe,['Western'],Western,,,Cafe,#01-02  Upper Thomson Road 787136,"#01-02 Springleaf Nature Park, 1218 Upper Thomson Rd",4.1,228
12321,Royal Bell Restaurant,"['Chinese', 'Indonesian', 'Seafood', 'Singaporean', 'Thai']",Chinese,Indonesian,Seafood,Restaurant,  Boat Quay 049855,"67 Boat Quay, Singapore 049855",,
12322,Tribe (The Arts House at Old Parliament),"['Fusion', 'Local']",Fusion,Local,,Restaurant,#01-02 The Arts House At The Old Parliament Old Parliament Lane 179429,"1 Old Parliament Ln, Singapore 179429",4.4,26
12323,Jade Phoenix,['Chinese'],Chinese,,,Restaurant, Singapore Swimming Club Tanjong Rhu Road 436899,"45 Tg Rhu Rd, Singapore 436899",4.3,48
12324,The Pool Bar,"['Drinks', 'Fusion', 'Local', 'Western']",Drinks,Fusion,Local,Bar or Pub, Sheraton Towers Scotts Road 228230,"100 Orchard Rd, Singapore 238840",3,1
12325,It's Juice Time,['Fruits & Drinks'],Fruits & Drinks,,,Kiosk or Stall,#03-64 Oxley Tower Robinson Road 068906,"138 Robinson Road #03-64 Oxley Tower, 068609",,
12326,The Bettership,['Japanese'],Japanese,,,Restaurant,#01-03 The Cathay Handy Road 229233,"2 Handy Rd, #01-03, Singapore 229233",4.1,123
12327,Fūdo,"['Japanese', 'Western']",Japanese,Western,,Kiosk or Stall,#01-111 Golden Mile Food Centre Beach Road 199583,"505 BEACH ROAD GOLDEN MILE FOOD CENTRE #01-111, 199583",4.4,16
12328,8Way Junction Dumpling Specialist,"['Asian', 'Chinese']",Asian,Chinese,,Restaurant, Tanglin Community Club Whitley Road 297829,,,
12329,Han's (Novena Square),"['Asian', 'International', 'Western']",Asian,International,Western,Cafe,#01-19/21 Novena Velocity Thomson Road 307683,"238 Thomson Rd, #01-19/21, Singapore 307683",3.7,417
12330,Aik Kee Haslet Soup,"['Chinese', 'Local', 'Singaporean']",Chinese,Local,Singaporean,Kiosk or Stall,#01-56 Aljunied Ave 2 Market and Food Centre Aljunied Ave 2 380117,"117 Aljunied Ave 2, Singapore 380117",4.5,6
12331,Mr. Coconut (Far East Plaza),"['Desserts', 'Drinks', 'Juices']",Desserts,Drinks,Juices,Kiosk or Stall,#01-14C Far East Plaza Scotts Road 228213,"14 Scotts Road, #01-14C, Far East Plaza, Singapore 228213",4.4,77
12332,MEDZS Bistro & Bar (Clifford Centre),"['French', 'Italian', 'Western']",French,Italian,Western,Bar or Pub,#01-01 Clifford Centre Raffles Place 048621,"24 Raffles Place, Singapore 048621",,
12333,New Generation (Old Airport Road Food Centre),['Chinese'],Chinese,,,Kiosk or Stall,#01-165 Old AIrport Road Food Centre Old Airport Road 390051,"51 Old Airport Rd, Singapore 390051",,
12334,The Golden Duck (ION Orchard),"['Singaporean', 'Snacks']",Singaporean,Snacks,,Kiosk or Stall,#B3-K3 Ion Orchard Orchard Turn 238801,"2 Orchard Turn #B3-K2A, 238801",4.2,10
12335,Fishery Pot,[None],,,,Hawker,#05-99 Far East Plaza Scotts Road 228213,"1 Coleman St, level 2 The Adelphi, Singapore 179803",4.7,9
12336,Ta Lu Prawn Noodles,"['Local', 'Singaporean']",Local,Singaporean,,Kiosk or Stall,#01-50/53 Cross Street Exchange Cross Street 048421,"22 cross street ,#01-50/53, South Bridge Court, 048421",3.8,92
12337,Chopsuey Cafe (Martin Road),['Chinese'],Chinese,,,Cafe,  Martin Road 239072,"38 Martin Rd, Singapore 239072",4.2,806
12338,Seow Choon Hua Restaurant,"['Asian', 'Chinese', 'Foochow']",Asian,Chinese,Foochow,Restaurant,  Sultan Gate 198481,"33 Sultan Gate, Singapore 198481",4.1,164
12339,Tracy Juice Culture (Fortune Centre),"['Local', 'Singaporean']",Local,Singaporean,,Kiosk or Stall,#01-34 Fortune Centre Middle Road 188978,"190 Middle Rd, #01-34 Fortune Centre, Singapore 188979",4.7,109
12340,Zhong Guo Seafood Restaurant,"['Asian', 'Chinese', 'Xinjiang']",Asian,Chinese,Xinjiang,Restaurant,  New Bridge Road 059423,,,
12341,XO Minced Meat Noodle,"['Chinese', 'Singaporean']",Chinese,Singaporean,,Kiosk or Stall,#01-10 Newton Food Centre Clemenceau Avenue North 229495,"500 Clemenceau Ave N, #01-10, Singapore 229495",2.7,28
12342,Fat Cow,"['Asian', 'Japanese', 'Steak and Grills', 'Wine']",Asian,Japanese,Steak and Grills,Bar or Pub,#01-01/02 Camden Medical Centre Orchard Boulevard 248649,"1 Orchard Blvd, #01-01/02 Camden Medical Centre, Singapore 248649",4.4,802
12343,SsikSin Korean BBQ Buffet (Bedok Point),['Korean'],Korean,,,Restaurant,#02-10/14 Bedok Point New Upper Changi Road 467351,"799 New Upper Changi Rd, 02-10/14, Singapore 467350",3.7,101
12344,After7,"['Desserts', 'Snacks', 'Western']",Desserts,Snacks,Western,Confectionery or Bakery, Nanyang Technological University Canteen 13 Nanyang Crescent 637658,,,
12345,Godzilla Handmade Tim Sum & Pau,"['Chinese', 'Snacks']",Chinese,Snacks,,Confectionery or Bakery,Stall 5 Orient Success Coffee House Elias Road 510623,"93 Pasir Ris Drive 3, Singapore 519498",,
12346,Peng Xin,"['Chinese', 'Dongbei', 'Sichuan']",Chinese,Dongbei,Sichuan,Restaurant,#01-02  Mosque Street 059497,"18 Mosque St, Singapore 059498",5,1
12347,Street Cafe,['Western'],Western,,,Cafe,#01-56 East Village Upper Changi Road 487048,"430 Upper Changi Rd, Singapore 487048",4,292
12348,Chuan Wei Ren Jia,"['Asian', 'Chinese', 'Sichuan']",Asian,Chinese,Sichuan,Restaurant,  Mosque Street 059497,,,
12349,Popeyes Louisiana Kitchen (The Cathay),"['American', 'Cajun/Creole', 'Western']",American,Cajun/Creole,Western,Restaurant,#B1-21/22 The Cathay Handy Road 229233,"2 Handy Rd, #B1-21/22 The Cathay, Singapore 229233",4,132
12350,TWG Tea Salon & Boutique (ION Orchard),"['Desserts', 'English', 'European', 'Snacks', 'Western']",Desserts,English,European,Consumer Shop,#02-20/21 ION Orchard Orchard Turn 238801,"2 Orchard Turn, Level 1 Grand Atrium, 238801",4.4,845
12351,OLDTOWN White Coffee (Changi Airport Terminal 3),"['Desserts', 'Drinks', 'Snacks', 'Western']",Desserts,Drinks,Snacks,Cafe,Level 2 Public Area Changi Airport Terminal 3 Airport Boulevard 819663,"10 Changi N Way, Terminal 3 Departure Hall Row, Singapore 498740",3,136
12352,Souper Sarnies,"['American', 'Western']",American,Western,,Cafe,#01-07 Orchid Hotel Tras Link 078867,"Tras Link, Orchid Hotel, Singapore 078867",5,1
12353,Chocolat N' Spice (Shunfu),"['Desserts', 'Snacks']",Desserts,Snacks,,Confectionery or Bakery,#02-12 Shunfu Mart Food Centre Shunfu Road 570320,"320 Shunfu Mart #02-12, Shunfu Rd, Singapore 570320",4.4,137
12354,Ippudo SG (Shaw Centre),"['Asian', 'Japanese']",Asian,Japanese,,Restaurant,#04-22 Shaw Centre SCOTTS ROAD 228208,"1 Scotts Rd, #04-22 /23 Shaw Centre, Singapore 228208",4.3,265
12355,Juz Beans,"['Desserts', 'Halal', 'Local', 'Singaporean', 'Snacks']",Desserts,Halal,Local,Kiosk or Stall,#01-1124B People's Park Food Centre New Market Road 050032,"735 Pasir Ris Street 72, Singapore 510735",3.7,3
12356,Piao Ji Fish Porridge,"['Asian', 'Chinese']",Asian,Chinese,,Kiosk or Stall,#02-100/103 Amoy Street Food Centre Maxwell Road 069111,"7 Maxwell Rd unit#02-100 Singapore 069111 Maxwell Rd, Singapore 069111",4.2,155
12357,Tai Thong Coffee Shop,"['Asian', 'Fruits & Drinks']",Asian,Fruits & Drinks,,Cafe,#11-06 Golden Mile Tower Beach Road 199589,"47 Tai Thong Cres, Singapore 347867",4.2,40
12358,Sim Huat Cold Drinks & Beer,"['Beer', 'Desserts', 'Drinks']",Beer,Desserts,Drinks,Kiosk or Stall,#01-48 Newton Food Centre Clemenceau Avenue North 229495,"2 Adam Rd, Singapore 289876",3,2
12359,Coco Ichibanya (Bugis+),['Japanese'],Japanese,,,Restaurant,#01-10 Bugis+ Victoria Street 188067,"201 Victoria St, #01-10, Singapore 188067",4,268
12360,Empress Western Food Corner,"['Chinese', 'Western']",Chinese,Western,,Kiosk or Stall,#01-98 Empress Road Market and Food Centre Empress Road 260007,"1 Empress Pl, #01-03 Asian Civilisations Museum, Singapore 179555",4.3,503
12361,Keng Nam Chicken Rice,"['Chinese', 'Singaporean']",Chinese,Singaporean,,Kiosk or Stall,#01-15 Sims Vista Market and Food Centre Sims Place 380049,"8 Braddell Rd, Singapore 359898",3.5,340
12362,Ru Ji Kitchen,"['Asian', 'Chinese']",Asian,Chinese,,Kiosk or Stall,#01-37 Old Airport Road Food Centre Old Airport Road 390051,"Old Airport Rd, #01-37 Food Centre, 51, Singapore 390051",4.4,41
12363,Taste Paradise (ION Orchard),"['Asian', 'Cantonese', 'Chinese', 'Dim Sum']",Asian,Cantonese,Chinese,Restaurant,#04-07 ION Orchard Orchard Turn 238801,"2 #04-07 Orchard Turn ION Orchard, 238801",4.2,410
12364,Tanglin Halt Original Peanut Pancake,"['Singaporean', 'Snacks']",Singaporean,Snacks,,Kiosk or Stall,Stall 16 Tanglin Halt Market Tanglin Halt Road 142048,"48A Tanglin Halt Rd, Singapore 148813",4.2,31
12365,Yu Tang Zhi Jia (Clover Park),"['Asian', 'Chinese']",Asian,Chinese,,Restaurant, Clover Park Clover Way 579082,,,
12366,Mei Li Kaya Toast,"['Drinks', 'Snacks']",Drinks,Snacks,,Kiosk or Stall,#01-69 Blk 216 Bedok North St 1 Market and Food Centre Bedok North Street 1 460216,"216 Bedok North Street 1, Singapore 460216",,
12367,Dodo Express,['Snacks'],Snacks,,,Hawker,#B1-K14 White Sands Pasir Ris Central Street 3 518457,"930 Yishun Ave 2, #B2-138 Northpoint City South Wing, Singapore 769098",3.7,7
12368,Niakmath Restaurant Ct,"['Asian', 'Indian', 'North Indian', 'South Indian']",Asian,Indian,North Indian,Restaurant,#01-838  Bedok Reservoir Road 470632,,,
12369,Jin De Yun Xiang Gang Xiao Shi,['Chinese'],Chinese,,,Kiosk or Stall,#01-34 Amoy Street Food Centre Maxwell Road 069111,"252 North Bridge Rd, #B1-79, Singapore 179103",4.4,173
12370,Xiang Yuan Wanton Noodle,"['Chinese', 'Singaporean']",Chinese,Singaporean,,Kiosk or Stall,#01-17 Marsiling Lane Food Centre Marsilling Lane 730020,"20 Marsiling Ln, Singapore 730019",3.5,2
12371,Tong Fong Fatt Hainanese Boneless Chicken Rice (Amoy Food Centre),"['Asian', 'Chinese', 'Hainanese', 'Local']",Asian,Chinese,Hainanese,Kiosk or Stall,#01-43 Amoy Street Food Centre Maxwell Road 069111,,,
12372,China Square Fried Fish Soup,"['Asian', 'Chinese']",Asian,Chinese,,Kiosk or Stall,#B1-28/48 Tanjong Pagar Xchange Maxwell Road 069119,"120 Maxwell Rd, #B1-28 MRT Station, Singapore 069119",3.7,16
12373,Doris Seafood,"['Chinese', 'Seafood']",Chinese,Seafood,,Kiosk or Stall,#02-106 Amoy Street Food Centre Maxwell Road 069111,,,
12374,Xing Fu Tang (Hillion Mall),"['Desserts', 'Drinks']",Desserts,Drinks,,Kiosk or Stall,#02-21 Hillion Mall Petir Road 678278,"17 Petir Rd, #02-21 Hillion mall, Singapore 678278",3.4,14
12375,Paulinni (Chinatown Point),"['European', 'Western']",European,Western,,Restaurant,#01-05 Chinatown Point New Bridge Road 059413,"133 New Bridge Rd, Singapore 059413",4.1,56
12376,Song Ji Chao Zhou,['Chinese'],Chinese,,,Kiosk or Stall,#01-06 Newton Food Centre Clemenceau Avenue North 229495,,,
12377,Bread Fresh (Wisteria Mall),[None],,,,Confectionery or Bakery,#01-524 Fajar Shopping Centre Fajar Road 670445,598 Yishun Ring Rd,5,2
12378,Stall #02-127,"['Asian', 'Chinese']",Asian,Chinese,,Kiosk or Stall,#02-127 Amoy Street Food Centre Maxwell Road 069111,,,
12379,Music Cafe,"['Asian', 'Chinese', 'Fusion', 'Western']",Asian,Chinese,Fusion,Cafe,#03-02 *SCAPE Orchard Link 237978,,,
12380,Safak International,"['Iranian', 'Mediterranean', 'Middle Eastern']",Iranian,Mediterranean,Middle Eastern,Restaurant,#01-15 Peace Centre Sophia Road 228149,"1 Sophia Rd, Singapore 228149",,
12381,Each A Cup (Bedok Point),['Drinks'],Drinks,,,Kiosk or Stall,#02-24 Bedok Point New Upper Changi Road 467351,"799 New Upper Changi Rd, #02-24 Bedok Point, Singapore 467351",3.5,13
12382,Tosh Restaurant,"['American', 'European', 'Italian', 'Western']",American,European,Italian,Restaurant,  Beach Road 199570,"349 Beach Rd, Singapore 199570",,
12383,Fresh Fish Soup,['Chinese'],Chinese,,,Kiosk or Stall,#B1-41 Golden Mile Food Centre Beach Road 199583,"505 Beach Rd, #B1-41, Singapore 199583",4,4
12384,Drinks Station,['Drinks'],Drinks,,,Kiosk or Stall,#01-24 Timbre+ Ayer Rajah Crescent 139957,"73A Ayer Rajah Crescent, JTC Launchpad, Singapore 139957",,
