placeId,Stall Name,Cuisine,Cuisine 1,Cuisine 2,Cuisine 3,Shop Type,Address,Google Address,Average Review,Number of Reviews
17494,So France,"['European', 'Western']",European,Western,,Cafe,#01-51/56 DUO Galleria Fraser Street 189356,"7 Fraser Street Duo Galleria #01-51/56 Bugis MRT, Singapore 189356",4.1,494
17495,Muddy Murphy's Irish Pub,"['Beer', 'English', 'European', 'Irish', 'Western', 'Wine']",Beer,English,European,Bar or Pub,#01-02-05  Orchard Road 238879,"442 Orchard Road #01-02 to 05 Claymore Connect, 238879",4.3,731
17496,Joyous Garden Eating House,"['Asian', 'Chinese']",Asian,Chinese,,Restaurant,#01-69  French Road 200802,"333 Boon Lay Way, Singapore 649848",4,120
17497,Chill & Relax Cafe,"['Drinks', 'Halal', 'Western']",Drinks,Halal,Western,Cafe,#B1-09 Grandlink Square Guillemard Road 399849,,,
17498,Bar Bar Black Sheep (Robertson Quay),"['Asian', 'Beer', 'Indian', 'Thai', 'Western', 'Wine']",Asian,Beer,Indian,Bar or Pub,#01-04 Robertson Blue Robertson Quay 238245,"86 Robertson Quay, #01-04, Singapore 238245",4.2,610
17499,Salad Palate,"['Vegetarian', 'Western']",Vegetarian,Western,,Cafe,  French Road 200802,,,
17500,Les Bouchons (Robertson Quay) (Robertson Quay),"['French', 'Steak and Grills', 'Wine']",French,Steak and Grills,Wine,Restaurant,#01-02  Robertson Quay 238252,"60 Robertson Quay, #01-02, Singapore 238252",4.3,240
17501,J-Cone Jipangyi,['Desserts'],Desserts,,,Kiosk or Stall,#01-10 One Fullerton Fullerton Road 049213,"Fullerton 12, 1 Fullerton Rd, #01-10, 049213",3.1,115
17502,SaladStop! (Duo Galleria),['Vegetarian'],Vegetarian,,,Kiosk or Stall,#01-58 Duo Galleria Fraser Street 189356,"7 Fraser St, #01-58 DUO Galleria, Singapore 189356",4,22
17503,Menya Sanji (Hong Leong Building),['Japanese'],Japanese,,,Restaurant,#B1-10 Hong Leong Building Raffles Quay 048581,"16 Raffles Quay, B1-10 Hong Leong Building, Singapore 048581",4,7
17504,Flavours Cafe,"['Fusion', 'Western']",Fusion,Western,,Cafe,#01-08/09 2HR Building Havelock Road 059763,"2 Havelock Rd, Singapore 059763",,
17505,Boost Juice (Guoco Tower),"['Fruits & Drinks', 'Juices', 'Snacks']",Fruits & Drinks,Juices,Snacks,Kiosk or Stall,#B2-18 Guoco Tower Wallich Street 078884,"7 Wallich St, #B2-18, Singapore 078884",4,15
17506,Shihlin Taiwan Street Snacks (Tampines Mall),"['Snacks', 'Taiwanese']",Snacks,Taiwanese,,Kiosk or Stall,#B1-K4 Tampines Mall Tampines Central 5 529510,"#B1-K4, Tampines Mall, 4 Tampines Central 5, 529510",4,27
17507,Thai Kha,"['Asian', 'Thai']",Asian,Thai,,Restaurant,#01-01  Havelock Road 059763,"2 Havelock Rd, #01-01, Singapore 059763",4.5,77
17508,Le Kue,"['Desserts', 'Halal']",Desserts,Halal,,Cafe,  Haji Lane 189213,"20 Haji Ln, Singapore 189213",3.5,15
17509,Boon Tong Kee (Century Square),"['Asian', 'Chinese', 'Hainanese', 'Local', 'Singaporean', 'Zi Char']",Asian,Chinese,Hainanese,Restaurant,#B1-18 Century Square Tampines Central 5 529509,"2 Tampines Central 5, #B1-18 Century Square, Singapore 529509",3.7,141
17510,Cook & Tras Social Library (Temporarily Closed),"['Cocktails', 'Drinks', 'Nonya / Peranakan', 'Singaporean']",Cocktails,Drinks,Nonya / Peranakan,Restaurant, Six Senses Maxwell Cook Street 078857,,,
17511,Six Senses Brasserie (Temporarily Closed),['European'],European,,,Restaurant,  Cook Street 078857,"2 Cook St, Singapore 078857",,
17512,Bundt by The Backyard Bakers,"['Desserts', 'Western']",Desserts,Western,,Cafe,#01-22 Havelock II Havelock Road 059763,"2 Havelock Rd, #01-22, Singapore 059763",4,185
17513,Japan Rail Cafe,['Japanese'],Japanese,,,Cafe,#01-19/20 Guoco Tower Wallich Street 078883,"5 Wallich St, #01-20 Guoco Tower, Singapore 078883",4.3,760
17514,Shihlin Taiwan Street Snacks (Waterway Point),"['Snacks', 'Taiwanese']",Snacks,Taiwanese,,Kiosk or Stall,#B2-K3 Waterway Point Punggol Central 828761,"83 Punggol Central, Singapore 828761",2.7,12
17515,HYGGE,"['Desserts', 'Western']",Desserts,Western,,Cafe,  Haji Lane 189230,"37 Haji Ln, Singapore 189230",4.1,26
17516,CRAVE Nasi Lemak (Hong Leong Building),['Malaysian'],Malaysian,,,Kiosk or Stall,#B1-12 Hong Leong Building Raffles Quay 048581,,,
17517,Eryimin,"['Desserts', 'Fruits & Drinks']",Desserts,Fruits & Drinks,,Kiosk or Stall,  Short Street 188212,"4 Short St, Singapore 188212",5,1
17518,Hokkaido Ice Cream Puff,['Desserts'],Desserts,,,Kiosk or Stall,  Haji Lane 189228,"35 Haji Ln, Singapore 189228",4.2,26
17519,Warung Ahbamas,['Indonesian'],Indonesian,,,Cafe,#B1-50 Hong Leong Building Raffles Quay 048581,"16 Raffles Quay, B1, 50, 048581",3.9,7
17520,SKAI Bar (Temporarily Closed),"['Cocktails', 'Drinks']",Cocktails,Drinks,,Bar or Pub,Level 70 Swissotel The Stamford Stamford Road 178882,"2 Stamford Rd, Singapore 178882",4.3,665
17521,Kopi Tiam (Temporarily Closed),"['Asian', 'Local', 'Singaporean']",Asian,Local,Singaporean,Restaurant,Level 2 Swissotel The Stamford Stamford Road 178882,"2 Stamford Rd, Singapore 178882",4,201
17522,KFC (Tampines Mart),"['Halal', 'Western']",Halal,Western,,Fast Food Place,#01-07/16 Tampines Mart Tampines Street 32 529284,"5 Tampines Street 32, #01-07/16 Tampines Mart, Singapore 529284",3.1,121
17523,Q Hor Fun,['Chinese'],Chinese,,,Kiosk or Stall,#01-26 Market Street Interim Food Centre Cross Street 048418,"5 Cross Street, Market St, #01-26 Interim Hawker Centre, 048418",4.2,704
17524,Chen Zhuang,"['Asian', 'Chinese', 'Fusion', 'Japanese', 'Thai']",Asian,Chinese,Fusion,Restaurant,#01-02  Tan Quee Lan Street 188091,"2 Tan Quee Lan St, Singapore 188091",,
17525,Abbie's Coffeehouse,"['Drinks', 'Western']",Drinks,Western,,Cafe,#02-14 Havelock II Havelock Road 059763,"2 Havelock Rd, #02-14 Havelock Ii, Singapore 059763",4.6,18
17526,Toast Box (Guoco Tower),"['Asian', 'Chinese', 'Local', 'Malaysian', 'Singaporean']",Asian,Chinese,Local,Cafe,#01-14 Guoco Tower Wallich Street 078883,"5 Wallich St, #01-14, Singapore 078883",4.6,5
17527,Starbucks (Hong Leong Building),"['American', 'European', 'Western']",American,European,Western,Cafe,#01-01 Hong Leong Building Raffles Quay 048581,"16 Raffles Quay, #01-01 Hong Leong Building, Singapore 048581",4.3,117
17528,Butter Queen,['Desserts'],Desserts,,,Confectionery or Bakery,#B1-02 Fook Hai Building South Bridge Road 058727,"150 South Bridge Rd, #B1-02 Fook Hai Building, Singapore 058727",5,1
17529,Juju Coffee,"['Beer', 'Drinks', 'Juices', 'Snacks', 'Thai']",Beer,Drinks,Juices,Cafe,  Tan Quee Lan Street 188094,"5 Tan Quee Lan St, Singapore 188094",4,20
17530,Fu Lin Yong Tofu (Hong Leong Building),['Chinese'],Chinese,,,Kiosk or Stall,#B1-20 Hong Leong Building Raffles Quay 048581,"3 Temasek Blvd, Suntec City, Food Republic, Singapore 038983",2.4,13
17531,Miss Clarity Cafe & Restaurant (Purvis St),"['Latin American', 'Mexican', 'Western']",Latin American,Mexican,Western,Cafe,#01-04  Purvis Street 188613,"205 Upper Thomson Rd, Singapore 574345",,
17532,Paris Baguette (Hong Leong Building),"['Desserts', 'Western']",Desserts,Western,,Cafe, Hong Leong Building Raffles Quay 048581,"16 Raffles Quay, #01-03, Singapore 048581",3.8,77
17533,Thistle,['Western'],Western,,,Cafe,#01-41 Apollo Centre Havelock Road 059763,"10 Ubi Cres, Singapore 408564",,
17534,Tokidon,['Japanese'],Japanese,,,Restaurant,#B1-33 Hong Leong Building Raffles Quay 048581,"16 Raffles Quay, #B1-33 Hong Leong Building, Singapore 048581",4.2,74
17535,Mr Pnut (Tampines Mart),"['Local', 'Singaporean']",Local,Singaporean,,Confectionery or Bakery, Tampines Mart Tampines Street 32 529285,"Tampines Street 32, Singapore 529287",4,986
17536,Toby Cafe,['American'],American,,,Cafe,#01-41 2HR Havelock Road 059763,"8 Rodyk St, Singapore 238216",4.1,986
17537,Shihlin Taiwan Street Snacks (Woodlands Xchange),"['Snacks', 'Taiwanese']",Snacks,Taiwanese,,Kiosk or Stall,#01-28 Woodlands Xchange Woodlands Avenue 2 738343,"#01-28 Woodlands Xchange MRT Station, 30 Woodlands Ave 2, 738343",3.1,11
17538,Alex's Eating House,"['Asian', 'Chinese', 'Local', 'Singaporean']",Asian,Chinese,Local,Kiosk or Stall,#01-01 Chye Sing Building Beach Road 189695,"Beach Rd, #01-01 Chye Sing Building, 87, Singapore 189695",4.1,298
17539,Density,['Desserts'],Desserts,,,Cafe,  Short Street 188212,"4 Short St, Singapore 188212",4.6,13
17540,The Crostini Bar,"['European', 'Italian', 'Western']",European,Italian,Western,Restaurant,  Haji Lane 189248,"55 Haji Ln, Singapore 189248",,
17541,Funq,['Middle Eastern'],Middle Eastern,,,Restaurant,  Haji Lane 189213,"19 & 21 Haji Ln, Singapore 189214",4.3,46
17542,Reis Turkish Cafe,"['Halal', 'Mediterranean', 'Middle Eastern', 'Turkish']",Halal,Mediterranean,Middle Eastern,Cafe,  Haji Lane 189213,"20 Haji Ln, Singapore 189213",5,1
17543,Pao Sing Kitchen,['Asian'],Asian,,,Cafe,#04-00 Stall 24 Wisma Atria Shopping Centre Orchard Road 238877,"59 Serangoon Garden Way, Singapore 555961",3.9,514
17544,Hong Lim Curry Chicken Noodles,"['Chinese', 'Singaporean']",Chinese,Singaporean,,Kiosk or Stall,61 Lau Pa Sat Festival Market Raffles Quay 048582,"18 Raffles Quay, Singapore 048582",,
17545,Japanese Food & Salad,['Japanese'],Japanese,,,Kiosk or Stall,#01-42 Market Street Interim Hawker Centre Cross Street 048418,,,
17546,Nouveau Cafe (Hong Leong Building),['Desserts'],Desserts,,,Cafe,#B1-52 Hong Leong Building Raffles Quay 048581,"16 Raffles Quay, #B1-52 Hong Leong Building, Singapore 048581",5,2
17547,Bar Rouge (Temporarily Closed),['Drinks'],Drinks,,,Food & Drink Place,Level 71 Swissotel The Stamford Stamford Road 178882,"2 Stamford Rd, Level 71 Swissotel The Stamford, Singapore 178882",3.8,218
17548,Sandwich Saigon Cafe (Havelock II),['Vietnamese'],Vietnamese,,,Cafe,#01-10 Havelock II Havelock Road 059763,"2 Havelock Rd, #01-10 Havelock Ii, Singapore 059763",4.2,38
17549,Alchemist (Hong Leong Building),"['Drinks', 'Western']",Drinks,Western,,Cafe,#01-08 Hong Leong Building Raffles Quay 048581,"16 Raffles Quay #01-08, Hong Leong Building, 048581",4.6,29
17550,Golden Nur Nasi Briyani Special,"['Halal', 'Indian']",Halal,Indian,,Kiosk or Stall,#01-03 Market Street Interim Hawker Centre Cross Street 048418,"5 Cross St, Market St, #01-02 Interim Hawker Centre, 048418",4.6,13
17551,Niigata Bento (Hong Leong Building),['Japanese'],Japanese,,,Kiosk or Stall,#B1-29/30 Hong Leong Building Raffles Quay 048581,,,
17552,Bar Stories,['Cocktails'],Cocktails,,,Bar or Pub,  Haji Lane 189248,"55-57A Haji Ln, Singapore 189248",4.5,498
17553,Zu Chuan Bak Kut Teh (Chinatown Complex Market & Food Centre),['Chinese'],Chinese,,,Kiosk or Stall,#02-124 Chinatown Complex Food Centre Smith Street 050335,"335 Smith St, Singapore 050335",,
17554,Welcome Chuan Heng Cafe,"['Fruits & Drinks', 'Local']",Fruits & Drinks,Local,,Kiosk or Stall,#01-98 Albert Centre Market & Food Centre Queen Street 180270,"270 Queen St, Singapore 180270",5,1
17555,Street Submarine,"['Desserts', 'Halal']",Desserts,Halal,,Kiosk or Stall,  Haji Lane 189227,,,
17556,Introbar,"['Beer', 'Wine']",Beer,Wine,,Bar or Pub,Level 1 Swissotel The Stamford Stamford Road 178882,"2 Stamford Rd, Singapore 178882",2.7,3
17557,Ha-Jun (Raffles),['Korean'],Korean,,,Restaurant,#B1-20/21 Hong Leong Building Raffles Quay 048581,"17 Petir Road, Hillion Mall #01-26/27, Singapore, 678278",2.8,90
17558,Takada Grill & Bar,"['Japanese', 'Western']",Japanese,Western,,Restaurant,#01-12 Guoco Tower Wallich Street 078883,"5 Wallich Road, #01 - 12 ORA, Tanjong Pagar Centre, 078883",4,84
17559,Syohachi Yakiniku,"['Asian', 'Japanese']",Asian,Japanese,,Restaurant,#01-13 Guoco Tower Wallich Street 078883,"5 Wallich Street, #01-13, Guoco Tower, Singapore 078883",3,160
17560,Hai Di Lao (Plaza Singapura),"['Asian', 'Chinese', 'Seafood', 'Sichuan', 'Steamboat']",Asian,Chinese,Seafood,Restaurant,#04-01/20 Plaza Singapura Singapore Orchard Road 238839,"68 Orchard Rd, #04-01 20, Plaza, Singapore 238839",4.6,977
17561,Napolizz (Havelock II),"['European', 'Italian', 'Western']",European,Italian,Western,Restaurant,  Havelock Road 059763,"2 Havelock Rd, #B1-20, Singapore 059763",3,13
17562,Meeting Point Pub & Lounge,[None],,,,Bar or Pub,#01-40 2HR Havelock Road 059763,"66 Boat Quay, Singapore 049854",,
17563,Zheng Zong Sheng Yu,['Chinese'],Chinese,,,Kiosk or Stall, Market Street Interim Hawker Centre Cross Street 048418,"68 Serangoon Garden Way, Singapore 555964",4,127
17564,The Stamford Brasserie(Temporarily Closed),['Western'],Western,,,Bar or Pub," Swissotel The Stamford, Singapore Stamford Road 178882","2 Stamford Road Swissôtel, Level 1 The Stamford, 178882",4.2,166
17565,Dong Fang Hong BBQ Seafood Restaurant,"['Barbecue', 'Korean', 'Seafood']",Barbecue,Korean,Seafood,Restaurant,#01-01 Far East Square Pekin Street 048774,"92 Telok Ayer Street #01-01, Far East Square, 048472",4.2,183
17566,Hainan 2nd Street Coffee House,"['Asian', 'Chinese', 'Hainanese']",Asian,Chinese,Hainanese,Cafe,  Purvis Street 188595,"16 Purvis St, Singapore 188595",,
17567,Bai Wei Chuan Xiang,['Chinese'],Chinese,,,Restaurant,  Upper Cross Street 058339,"32 Upper Cross St, Singapore 058339",4.3,3
17568,Pho Street (Hong Leong Building),"['Asian', 'Snacks', 'Vietnamese']",Asian,Snacks,Vietnamese,Kiosk or Stall,#B1-29/30 Hong Leong Building Raffles Quay 048581,"16 Raffles Quay, Singapore 048581",4.6,91
17569,KFC (Hougang Mall),"['Halal', 'Western']",Halal,Western,,Fast Food Place,#01-19 Hougang Mall Hougang Avenue 10 538766,"90 Hougang Ave 10, #01-19 Hougang Mall, Singapore 538766",3.7,373
17570,Nam Heng Restaurant,"['Asian', 'Chinese', 'Hokkien', 'Local']",Asian,Chinese,Hokkien,Kiosk or Stall,  Hougang Street 21 530203,"941 Upper Serangoon Rd, Singapore 534709",5,1
17571,Shi Li Fang (Hougang 1),"['Steamboat', 'Taiwanese']",Steamboat,Taiwanese,,Restaurant,#01-23 Hougang 1 Hougang Street 91 538692,"301 Upper Thomson Rd, #01-40/41/42, Singapore 574408",3,2
17572,Mr Lorbak (Kovan),['Chinese'],Chinese,,,Kiosk or Stall,  Hougang Street 21 530212,"212 Hougang Street 21, Singapore 530212",3.3,6
17573,Bread Point Bakery,[None],,,,Confectionery or Bakery,#01-123  Hougang Street 21 530204,,,
17574,Sushi Express (Sun Plaza),['Japanese'],Japanese,,,Restaurant,#02-23 Sun Plaza Sembawang Drive 757713,"30 Sembawang Dr, #02-23, Singapore 757713",4,406
17575,Sunset Grill & Pub,"['American', 'Western']",American,Western,,Restaurant,  Sembawang Road 758501,,,
17576,House of Yam,"['Asian', 'Chinese', 'Dim Sum']",Asian,Chinese,Dim Sum,Restaurant,#03-18/19 Heartland Mall Kovan Hougang Street 21 530205,"205 Hougang Street 21, #03-18/19, Singapore 530205",3.4,44
17577,Nasi Briyani Indian Rojak,"['Asian', 'Indian', 'South Indian']",Asian,Indian,South Indian,Kiosk or Stall,#01-42 Ci Yuan Hawker Centre Hougang Avenue 9 538776,,,
17578,Danroll Cake Shop,"['Desserts', 'Snacks']",Desserts,Snacks,,Confectionery or Bakery,#01-811  Hougang Ave 8 530681,"681 Hougang Ave 8, #01-811, Singapore 530681",4.5,6
17579,Curry & Curry,['Seafood'],Seafood,,,Restaurant,#01-45  Hougang Street 21 530202,,,
17580,PrimaDeli (Hougang 1),"['Desserts', 'Snacks']",Desserts,Snacks,,Confectionery or Bakery,#01-01 Hougang 1 Hougang Street 91 538692,"Hougang 1, 1 Hougang Street 91, #01-01, 538692",3.7,39
17581,Saizeriya (Heartland Mall),['Italian'],Italian,,,Restaurant,#02-26/29 Uob Heartland Mall Hougang Street 21 530205,"Hougang Street 21, #02-26/29 Blk 205, Singapore 530205",4.3,17
17582,Boost Juice Bars (Heartland Mall),"['Drinks', 'Juices']",Drinks,Juices,,Kiosk or Stall,#01-23/24 Heartland Mall Hougang Street 21 530205,"205 Hougang Street 21, #01-23/24 Heartland Mall, Singapore 530205",2.6,11
17583,Tian Mi Sugarcane Juice,"['Drinks', 'Juices']",Drinks,Juices,,Kiosk or Stall,#01-60 Kovan Hougang Market and Food Centre Hougang Street 21 530209,,,
17584,Nine Fresh (Sun Plaza),"['Desserts', 'Drinks', 'Taiwanese']",Desserts,Drinks,Taiwanese,Kiosk or Stall,#B1-36 Sun Plaza Sembawang Drive 757713,"30 Sembawang Dr, #B1-36 Sun Plaza, Singapore 757713",3.8,10
17585,A&C Braised Duck Kway Chap,"['Asian', 'Chinese']",Asian,Chinese,,Kiosk or Stall,#01-309  Yishun street 61 760605,,,
17586,Gonpachi Ramen,['Japanese'],Japanese,,,Restaurant,#01-329  Hougang Street 21 530212,"Blk 212 Hougang Street 21, #01-329, Singapore 530212",4.1,226
17587,Char-Grill Bar (Hougang Street 21),"['American', 'French', 'Italian', 'Western']",American,French,Italian,Kiosk or Stall,#01-89  Hougang Street 21 530203,"203 Hougang Street 21, #01-89, Singapore 530203",3.8,46
17588,Jin Ding Xiang Pig Organs and Herbal Soup,['Chinese'],Chinese,,,Kiosk or Stall,#01-08 Kovan Food Centre Hougang Street 21 530209,"209 Hougang Street 21, Singapore 530209",2.8,8
17589,Tian Wai Tian Fishhead Steamboat Restaurant (Kovan),"['Asian', 'Chinese', 'Local', 'Teochew']",Asian,Chinese,Local,Kiosk or Stall,#01-12  Hougang Street 21 530203,"203 Hougang Street 21, Singapore 530203",3.7,109
17590,Snackz It! (Heartland Mall-kovan),"['Asian', 'Chinese', 'Taiwanese']",Asian,Chinese,Taiwanese,Kiosk or Stall,#01-133 Heartland Mall-kovan Hougang Street 21 530205,"Hougang Street 21, Level 1 Heartland Mall, 530205, No. 205, Singapore 530205",3,2
17591,Old Street Bak Kut Teh (Hougang Mall),"['Asian', 'Chinese', 'Local']",Asian,Chinese,Local,Restaurant,#02-22 Hougang Mall Hougang Avenue 10 538766,"90 Hougang Ave 10, #02-22 Hougang Mall, Singapore 538766",3.7,65
17592,Sanook Kitchen (Heartland Mall Kovan),['Thai'],Thai,,,Restaurant,#01-12 Heartland Mall Kovan Hougang Street 21 530205,"Hougang Street 21, #01-133/135 Heartland Mall, Blk 205, Singapore 530205",3,91
17593,Jin Xuan Ji,['Chinese'],Chinese,,,Kiosk or Stall,#01-19 Kovan Hougang Market and Food Centre Hougang Street 21 530209,"5001 Beach Road, #03-98H, Golden Mile Complex, 199588",,
17594,Fatty Cheong (Ci Yuan Hawker Centre),['Chinese'],Chinese,,,Kiosk or Stall,#01-22 Ci Yuan Community Centre Hougang Avenue 9 538776,"51 Hougang Ave 9, Ci Yuan Community Centre, Singapore 538776",,
17595,Jin Soon,"['Chinese', 'Snacks']",Chinese,Snacks,,Kiosk or Stall,#01-18 Kovan Hougang Market and Food Centre Hougang Street 21 530209,"997 Serangoon Rd, Singapore 328152",,
17596,Flavore Cakery,['Desserts'],Desserts,,,Confectionery or Bakery,#01-87  Hougang Street 21 530203,,,
17597,Yu Yuan,"['Asian', 'Chinese', 'Henan']",Asian,Chinese,Henan,Restaurant,  Smith Street 058945,,,
17598,Niko Niko Japanese Cuisine (Hougang Mall),['Japanese'],Japanese,,,Kiosk or Stall,"#04-11, Stall #4 Hougang Mall Hougang Avenue 10 538766","Stall No: 4, 90 Hougang Avenue 10, #04-11, 538766, 538766",5,1
17599,Traditional Coffee and Toast,['Drinks'],Drinks,,,Kiosk or Stall,#01-34 Ci Yuan Hawker Centre Hougang Avenue 9 538776,,,
17600,Sweet Talk (Hougang 1),"['Desserts', 'Drinks']",Desserts,Drinks,,Kiosk or Stall,#01-02 Hougang 1 Hougang Street 91 538692,"1 Hougang Street 91, Singapore 538692",3,1
17601,Burger King (Heartland Mall Kovan),"['American', 'Western']",American,Western,,Fast Food Place,#01-13 Heartland Mall Kovan Hougang Street 21 530205,"Hougang Street 21, #01-13 Heartland Mall, Block 205, Singapore 530205",2.1,44
17602,Kow Loon Hong Kong Dim Sum (Kovan),"['Chinese', 'Dim Sum']",Chinese,Dim Sum,,Kiosk or Stall,#01-261  Hougang Street 21 530210,"210 Hougang Street 21, Singapore 530210",3.6,13
17603,Buddy Hoagies (Heartland mall),"['Steak and Grills', 'Western']",Steak and Grills,Western,,Cafe,#01-27 Heartland Mall-kovan Hougang Street 21 530205,"205 Hougang Street 21, #01-27 Heartland Mall, Singapore 530205",4.2,32
17604,Tea Tree Cafe (Kovan Heartland Mall),['Drinks'],Drinks,,,Cafe,#01-03 Heartland Mall-kovan Hougang Street 21 530205,"205 Hougang Street 21, #01-03, Singapore 530205",3.7,15
17605,Tachinomiya,['Japanese'],Japanese,,,Bar or Pub,#01-285 Kovan City Hougang Street 21 530211,"211 Hougang Street 21, #01-285, Singapore 530211",4,170
17606,BBQ Express (Hougang Mall),"['Asian', 'Barbecue', 'Western']",Asian,Barbecue,Western,Kiosk or Stall,#B1-K8 Hougang Mall Hougang Avenue 10 538766,"#B1-K8, Hougang Mall, 90 Hougang Ave 10, Singapore 538766",4,4
17607,Mr Bean (Heartland Mall),"['Desserts', 'Drinks', 'Snacks']",Desserts,Drinks,Snacks,Kiosk or Stall,#01-07 Heartland Mall Hougang Street 21 530205,"Hougang Street 21, #01-07 Heartland Mall, Blk 205, Singapore 530205",1.8,4
17608,MESO,['Indian'],Indian,,,Restaurant,#01-07 China Square Telok Ayer Street 048441,"51 Telok Ayer St, #01-07A, Singapore 048441",3.7,3
17609,Vegetarian Express Cafe,['Vegetarian'],Vegetarian,,,Cafe,"#02-04, The Next Phaze Heartland Mall-kovan Hougang Street 21 530205","205 Hougang Street 21, #02-04 Heartland Mall, Singapore 530205",4,110
17610,Feng Li Hainanese Chicken Rice,"['Chinese', 'Hainanese']",Chinese,Hainanese,,Kiosk or Stall,#01-16 Kovan Hougang Market and Food Centre Hougang Street 21 530209,,,
17611,Cowboy Charcoal Grill (Kovan),"['Steak and Grills', 'Western']",Steak and Grills,Western,,Kiosk or Stall,#01-31 Kovan Food Centre Hougang Street 21 530209,"209 Hougang Street 21, #01-31, Singapore 530209",3.9,26
17612,Shihlin Taiwan Street Snacks (Compass One),"['Snacks', 'Taiwanese']",Snacks,Taiwanese,,Kiosk or Stall,#B1-51 Compass One Sengkang Square 545078,"1 Sengkang Square, #B1-51, Compass One, 545078",3.8,62
17613,Cup Walker (Heartland Mall),"['Drinks', 'Taiwanese']",Drinks,Taiwanese,,Kiosk or Stall,#02-00 Heartland Mall Hougang Street 21 530205,"205 Hougang Street 21, Singapore 530205",3.9,16
17614,Kueh Ho Chiak,['Snacks'],Snacks,,,Kiosk or Stall,#01-26 Ci Yuan Hawker Centre Hougang Avenue 9 538776,"6 Tanjong Pagar Plaza, #02-20, Singapore 081006",4.4,51
17615,Palate Delights,"['Asian', 'Chinese']",Asian,Chinese,,Kiosk or Stall,  Hougang Street 21 530212,"212 Hougang Street 21, Singapore 530212",,
17616,Mee Rebus Mee Siam Lontong Mee Soto,['Malaysian'],Malaysian,,,Kiosk or Stall,#01-38 Ci Yuan Hawker Centre Hougang Avenue 9 538776,"Upper Boon Keng Food Centre Stall 01-1156, 17 Upper Boon Keng Rd, Singapore 380017",4.5,2
17617,Just Cuppies by Wannie (Ci Yuan Hawker Centre),"['Desserts', 'Snacks']",Desserts,Snacks,,Cafe,#01-41 Ci Yuan Hawker Centre Hougang Avenue 9 538776,"51 Hougang Ave 9, Ci Yuan Community Centre, Singapore 538776",,
17618,Yishun 233 (Fuli) Seafood,"['Chinese', 'Seafood']",Chinese,Seafood,,Kiosk or Stall,#01-472 Choh Dee Place Yishun Street 21 760233,,,
17619,Koven Roasted Specialist,['Chinese'],Chinese,,,Kiosk or Stall,#01-28  Hougang Street 21 530209,,,
17620,Ushidoki Wagyu Kaiseki,['Japanese'],Japanese,,,Restaurant,#01-01 Tanjong Pagar Conservation Area Tras Street 078996,"57 Tras St, #01-01, Singapore 078996",4.8,103
17621,Pan Fried Bun Burrito,"['Asian', 'Chinese', 'Snacks', 'Taiwanese']",Asian,Chinese,Snacks,Kiosk or Stall,#01-36 Ci Yuan Hawker Centre Hougang Avenue 9 538776,,,
17622,Bing Zhi,"['Fruits & Drinks', 'Juices']",Fruits & Drinks,Juices,,Kiosk or Stall,#01-36 Kovan Hougang Market and Food Centre Hougang Street 21 530209,,,
17623,Bengawan Solo (Hougang Mall),"['Asian', 'Indonesian', 'Local', 'Malaysian', 'Nonya / Peranakan', 'Singaporean', 'Snacks']",Asian,Indonesian,Local,Cafe,#B1-05 Hougang Mall Hougang Avenue 10 538766,"90 Hougang Ave 10, #B1-05 Hougang Mall, Singapore 048616",4.3,14
17624,Tian Mi Sugar Cane,"['Drinks', 'Juices']",Drinks,Juices,,Kiosk or Stall,#01-44 Kovan Hougang Market and Food Centre Hougang Street 21 530209,"463 Crawford Ln, Singapore 190463",5,7
17625,Ya Kun Kaya Toast (Heartland Mall),"['Local', 'Singaporean']",Local,Singaporean,,Cafe,#02-32/33 Heartland Mall Hougang Street 21 530205,"205 Hougang Street 21, #02-32, Singapore 530205",4.2,32
17626,Sushi Express (Heartland Mall),['Japanese'],Japanese,,,Restaurant,#02-18 Heartland Mall Hougang Street 21 530205,"205 Hougang Street 21, #02-18 Heartland Mall, Singapore 530205",3.8,280
17627,Srisun Express,"['Asian', 'Halal', 'Indian', 'Pakistani']",Asian,Halal,Indian,Restaurant,#01-343/345 Kovan City Hougang Street 21 530212,"212 Hougang Street 21, #01-343, Singapore 530212",3.9,34
17628,Kitchen@Work,"['Asian', 'Japanese']",Asian,Japanese,,Kiosk or Stall,#01-35 Ci Yuan Hawker Centre Hougang Avenue 9 538776,"51 Hougang Ave 9, Singapore 538776",,
17629,A1 Duck Rice Kway Chap,"['Chinese', 'Singaporean']",Chinese,Singaporean,,Kiosk or Stall,1-16 Kovan Food Centre Hougang Street 21 530209,,,
17630,Chai Ji,"['Chinese', 'Singaporean']",Chinese,Singaporean,,Kiosk or Stall,#01-29 Kovan Hougang Market and Food Centre Hougang Street 21 530209,"209 Hougang Street 21, #01-29 Market and Food Centre, Singapore 530209",,
17631,Sedap Yong Tau Foo,"['Asian', 'Chinese']",Asian,Chinese,,Kiosk or Stall,#01-41 Ci Yuan Hawker Centre Hougang Avenue 9 538776,"51 Hougang Ave 9, Ci Yuan Community Centre, Singapore 538776",,
17632,CRAVE Nasi Lemak (Sun Plaza),['Malaysian'],Malaysian,,,Kiosk or Stall,#01-26 Sun Plaza Sembawang Drive 757713,"30, #01-26 Sembawang Dr, Sun Plaza, Singapore 757713",3.7,49
